機種名,thumbnail_image_url,sub_image_url,メーカー名,機械割,導入開始日,機種概要
押忍！番長A,https://p-town.dmm.com/upload/machines/3108/image.jpg?t=1519883347,https://p-town.dmm.com/upload/machines/3108/image.jpg?t=1519883347,大都技研（メーカー公式サイト）  大都技研の掲載機種一覧,98.5% 〜 111.8% ※ 完全攻略時,2018/04/02(月),番長ボーナス後に必ず突入するRT（50G or 20G）を搭載していながら、ボーナス確率は約1/149〜1/120（設定1〜6）。番長ボーナスとRTのループでまとまった出玉を得やすい仕様となっている。特訓など、番長ならではの演出はそのままに、歴代シリーズの演出をフルに使用している点も注目ポイントと言えるだろう。多くのプレイヤーを魅了してきた番長が、今度はボーナスタイプで漢を魅せる。
パチスロガールズガンズグルービー,https://p-town.dmm.com/upload/machines/3099/image.jpg?t=1519288466,https://p-town.dmm.com/upload/machines/3099/image.jpg?t=1519288466,ニューギン（メーカー公式サイト）  ニューギンの掲載機種一覧,98.5% 〜 111.1%,2018/04/02(月),通常時はレア役でボーナス当選を目指すシンプルなゲーム性。ボーナスはBIG（300枚）とREG（約90枚）の2種類を搭載している。  1セット30GのRTはボーナスorRT後に必ず移行するCZ中に押し順当てを成功させれば突入。RTとCZのループ率は約55%となり、RTを連チャンさせつつボーナスを絡めることで大量出玉を狙うことができる。
カンフーレディ・テトラ,https://p-town.dmm.com/upload/machines/3089/image.jpg?t=1518164071,https://p-town.dmm.com/upload/machines/3089/image.jpg?t=1518164071,山佐（メーカー公式サイト）  山佐の掲載機種一覧,97.9% 〜 108.7%,2018/03/19(月),スペックはボーナス+RTタイプ。ボーナスはBIGとREGの2種類があり、前者は簡単な技術介入をおこなうことでMAX285枚、後者は左リールに青7を狙って消化するだけでMAX117枚を獲得できる。  RTは「奥義（前半）」、「試練（後半）」の2段階で構成されており、BIG終了後に必ず突入。試練で昇格リプレイを入賞させることができれば再び奥義に昇格する継続率約66%のループタイプとなっている。
ドリームクルーン500,https://p-town.dmm.com/upload/machines/3085/image.jpg?t=1517285813,https://p-town.dmm.com/upload/machines/3085/image.jpg?t=1517285813,オーイズミ（メーカー公式サイト）  オーイズミの掲載機種一覧,97.8% 〜 108.0%,2018/03/19(月),パチンコの一発台を彷彿させる3穴クルーンを搭載しているだけでなく、システムもVに入賞すれば500枚オーバーという明快な仕様となっている。  通常時は成立役に応じてクルーン発展を抽選。クルーン発展後は約1/5でV入賞（大当り）となり、獲得したラウンドに応じて枚数が変化する仕組みだ。大当りの獲得枚数は1Rで約100枚。MAXで15Rまでゲットできる可能性がある。
パチスロマイケル・ジャクソン,https://p-town.dmm.com/upload/machines/3100/image.jpg?t=1519288726,https://p-town.dmm.com/upload/machines/3100/image.jpg?t=1519288726,SANKYO（メーカー公式サイト）  SANKYOの掲載機種一覧,97.2% 〜 108.1%,2018/03/19(月),通常時はCBやレア役契機でCZを目指し、ARTに突入させるゲーム性。  1Gあたりの純増約1.8〜2.0枚のART「MJ FEVER」はゲーム数上乗せタイプ。開始時は特化ゾーンの「エクストラセブンラッシュ」で初期ゲーム数を獲得しスタートする。ART中は特化ゾーンを絡めることでロング継続を狙うことができる。
パチスロ超GANTZ,https://p-town.dmm.com/upload/machines/3095/image.jpg?t=1518595015,https://p-town.dmm.com/upload/machines/3095/image.jpg?t=1518595015,スパイキー（メーカー公式サイト）  スパイキーの掲載機種一覧,97.9% 〜 110.2%,2018/03/05(月),「パチスロ 超 GANTZ」は、純増約2.0枚/GのART機。通常時はおもにレア役や転送揃いから突入するCZでARTを抽選する。差枚数管理型のART「サバイバルゲーム」は、特化ゾーンの（超）GANTZ RUSHで初期差枚を決定。超GANTZ RUSH突入のカギとなるぬらりひょんとのバトルなど、原作をふんだんに活かしたハイクオリティな演出面も存分に楽しんで下ちい。
ニューシオサイ-30,https://p-town.dmm.com/upload/machines/3076/image.jpg?t=1516262479,https://p-town.dmm.com/upload/machines/3076/image.jpg?t=1516262479,パイオニア（メーカー公式サイト）  パイオニアの掲載機種一覧,97.6% 〜 109.7%,2018/03/05(月),多彩な告知パターンや設定推測要素に加え、新たにRTを搭載した「ニューシオサイ-30」。  通常時はおなじみのハイビスカスランプ点滅による告知がメイン。BIGは最大304枚、REGは最大106枚獲得できる。  BIG後に必ず突入する30GのRT「シオサイゲーム」では、出玉を減らすことなくボーナスを狙うことが可能。RT中はハイビスカスランプが点滅しており、ランプが消えることでボーナスを告知する。
ビッグアップ,https://p-town.dmm.com/upload/machines/3084/image.jpg?t=1517285486,https://p-town.dmm.com/upload/machines/3084/image.jpg?t=1517285486,ヤーマ（メーカー公式サイト）  ヤーマの掲載機種一覧,98.5% 〜 105.0%,2018/03/05(月),スペックは完全告知のボーナス+RTタイプ。  ボーナスの種類はBIGとREGの2種類あり、BIG終了後は50GのRT「ビッグアップゲーム」に突入する。RTの1Gあたりの純増は約0.5枚と比較的多く、完走しても平均25枚の増加が見込めるところがポイント。シンプルながらも、展開次第でまとまった出玉を期待できるスペックだ。
鬼若弁慶,https://p-town.dmm.com/upload/machines/3030/image.jpg?t=1686675494,,ボーダー（メーカー公式サイト）  ボーダーの掲載機種一覧,97.62% 〜 110.26%,2018/02/19(月),株式会社ボーダーが送るパチスロ第一弾。  スペックはボーナスタイプとなっており、告知パターンの異なる3つのモードを任意で選択することができる。  ボーナス成立の次ゲームではレバーON時にリールが回転して、REG時は自動で入賞するという新システムを搭載。BIG時は自動で赤7がテンパイした後、右リールに顔目（弁慶の顔）が停止するため、自分で揃える楽しさを味わうことが可能だ。
パチスロGATE,https://p-town.dmm.com/upload/machines/3054/image.jpg?t=1512104281,https://p-town.dmm.com/upload/machines/3054/image.jpg?t=1512104281,ネット（メーカー公式サイト）  ネットの掲載機種一覧,97.5% 〜 115.0%,2018/02/19(月),ボーナスとRT（30Gor無限）のループによる出玉増加がメインとなる「パチスロ GATE」。  RT移行のメイン契機はチャンスリプレイから突入するCZ「GATE CHANCE」中のBAR揃い。ほかにも、直撃RTや赤7BIG消化後の無限RTの高確率状態など多彩なルートを搭載している。ボーナスはBIGとREGの2種類があり、消化中に名シーンなどを堪能できることも魅力だ。
コンチネンタルゼロ,https://p-town.dmm.com/upload/machines/3079/image.jpg?t=1516431355,https://p-town.dmm.com/upload/machines/3079/image.jpg?t=1516431355,ユニバーサルブロス（メーカー公式サイト）  ユニバーサルブロスの掲載機種一覧,97.1% 〜 110.7%,2018/02/19(月),原点回帰…をキャッチフレーズに、ユニバーサルの完全告知機シリーズ第1弾として「コンチネンタルゼロ」が登場。RT非搭載のボーナスタイプで、純粋にBIGとREGのみで出玉を増やす仕様となっている。REG中は左リールに2番のブランクを避けるのみで、基本的にボーナス中の技術介入要素はナシ（BIGはオールフリー打ちでOK）。レトロなサウンドと出目で楽しむ…というパチスロ本来の醍醐味を味わうことができる。
トリプルクラウンZEROⅡSECONDEDITION,https://p-town.dmm.com/upload/machines/3240/image.jpg?t=1534382702,https://p-town.dmm.com/upload/machines/3240/image.jpg?t=1534382702,清龍ジャパン（メーカー公式サイト）  清龍ジャパンの掲載機種一覧,96.47% 〜 107.72%,2018/02/13(火),歓喜の瞬間はレバーON時に訪れる…。  基本的な仕様は「トリプルクラウン ZERO II‐30」と共通。シリーズ最多のプレミアムパターンを搭載と、楽しさをより満喫できる1台となっている。  BIG中はリールの両サイドにある炎ランプがフラッシュしたらチェリー狙い、REG中は1度だけチェリーを狙おう。BIG中のチェリー確率やREG中の左右フラッシュ、エンディングフラッシュなど設定推測ポイントも満載だ！
ナナイロサンゴ（2019年）,https://p-town.dmm.com/upload/machines/3619/image.jpg?t=1686675501,,バルテック（メーカー公式サイト）  バルテックの掲載機種一覧,掲載準備中,2018/02/13(火),-
乙女マスターズ〜空を翔る白き軌跡〜,https://p-town.dmm.com/upload/machines/3052/image.jpg?t=1512102881,https://p-town.dmm.com/upload/machines/3052/image.jpg?t=1512102881,オリンピア（メーカー公式サイト）  オリンピアの掲載機種一覧,97.6% 〜 108.3% ※ 完全攻略時,2018/02/05(月),ストック可能なRTと、引きやすい確率のボーナスのループがカギを握る「乙女マスターズ～空を翔る白き軌跡～」。  通常時はボーナスと約128Gごとに突入するCZによってRTを目指し、RT中はレア役やボーナスを引けばRTストックのチャンスとなる。  カシン居士の乱入やロングフリーズなど、ロング継続のトリガーもしっかりと搭載した本機。ゴルフ場を舞台にした白熱の戦いから、今作も目が離せない！
新世紀エヴァンゲリオン～まごころを、君に～2,https://p-town.dmm.com/upload/machines/3077/image.jpg?t=1516265287,https://p-town.dmm.com/upload/machines/3077/image.jpg?t=1516265287,ビスティ（メーカー公式サイト）  ビスティの掲載機種一覧,97.5% 〜 111.0%,2018/02/05(月),ボーナスとRTのループで出玉増加を目指すシンプルなゲーム性の「新世紀エヴァンゲリオン～まごころを、君に～２」。  ボーナスは最大407枚獲得できるSUPER BIGを筆頭に、BIG（最大203枚）とREG（最大96枚）の3種類を搭載。ボーナス終了後は必ずレイチャレンジ（BIG後は20G、REG後は10GのRT）に突入し、滞在中に特殊リプレイを引くことができればRT50Gのレイチャンスが確定する。
パチスロ戦場のヴァルキュリア,https://p-town.dmm.com/upload/machines/3063/image.jpg?t=1513226219,https://p-town.dmm.com/upload/machines/3063/image.jpg?t=1513226219,サミー  サミーの掲載機種一覧,97.5% 〜 112.1%,2018/02/05(月),全世界でヒットを飛ばすシミュレーションRPG「戦場のヴァルキュリア」の世界観を忠実に再現した「パチスロ戦場のヴァルキュリア」。ART1Gあたりの純増はボーナス込みで約1.5枚、おもにボーナスから突入し、初期ゲーム数を決める特化ゾーンからスタート。ARTは3パートで構成され、強大な敵の攻略を目指す。初当りの約2回に1回はART300G超えといった期待値を誇る継続性能が最大の武器といえるだろう。
